sequence,mean,worst,var01,cvar01,var05,cvar05,var10,cvar10,var25,cvar25,wowa_mild,wowa_balanced,wowa_severe,robust20,prob_catastrophic,prob_degraded,prob_shortage,viol_catastrophic,viol_degraded,viol_shortage,violation_score,feasible
noop|noop|noop|noop|noop|noop,450.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,491.8428910606492,551.1315986414063,606.2790697674418,620.0,0.5,1.0,1.0,0.425,0.7,0.7,1830000.0,False
noop|noop|noop|noop|noop|reboot_A,429.75,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,470.8535481225295,527.6267550384202,578.623689010488,591.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|noop|reboot_B,429.75,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,470.8535481225295,527.6267550384202,578.623689010488,591.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|noop|reboot_C,429.75,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,470.8535481225295,527.6267550384202,578.623689010488,591.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|noop|reboot_D,429.75,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,470.8535481225295,527.6267550384202,578.623689010488,591.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_A|noop,403.5,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,443.8642051844097,498.12191143543436,544.9683082535341,556.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_A|reboot_A,409.5,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,449.8642051844097,504.12191143543447,550.968308253534,562.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_A|reboot_B,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_A|reboot_C,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,422.87486224628987,474.6170678324486,517.3129274965801,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|noop|reboot_A|reboot_D,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_B|noop,403.5,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,443.8642051844097,498.12191143543436,544.9683082535341,556.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_B|reboot_A,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_B|reboot_B,409.5,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,449.8642051844097,504.12191143543447,550.968308253534,562.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_B|reboot_C,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_B|reboot_D,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,422.87486224628987,474.6170678324486,517.3129274965801,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|noop|reboot_C|noop,403.5,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,443.8642051844097,498.12191143543436,544.9683082535341,556.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_C|reboot_A,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,422.87486224628987,474.6170678324486,517.3129274965801,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|noop|reboot_C|reboot_B,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_C|reboot_C,409.5,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,449.8642051844097,504.12191143543447,550.968308253534,562.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_C|reboot_D,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_D|noop,403.5,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,443.8642051844097,498.12191143543436,544.9683082535341,556.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|noop|reboot_D|reboot_A,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_D|reboot_B,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,422.87486224628987,474.6170678324486,517.3129274965801,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|noop|reboot_D|reboot_C,383.25,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,420.0461916898156,470.71614929592255,516.0361377108984,527.0,0.5,1.0,0.5,0.425,0.7,0.2,1480000.0,False
noop|noop|noop|noop|reboot_D|reboot_D,409.5,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,449.8642051844097,504.12191143543447,550.968308253534,562.0,0.5,1.0,0.75,0.425,0.7,0.45,1655000.0,False
noop|noop|noop|reboot_A|noop|noop,386.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,429.9720948497329,487.97761020177705,539.9728682170544,556.0,0.5,0.875,1.0,0.425,0.575,0.7,1742500.0,False
noop|noop|noop|reboot_A|noop|reboot_A,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|noop|reboot_B,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_A|noop|reboot_C,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.68950946601467,457.1748344667572,507.08264933880525,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|noop|reboot_D,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_A|reboot_A|noop,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|reboot_A|reboot_A,363.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,408.0366967442747,465.40061598196263,515.8197674418604,533.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|reboot_A|reboot_B,334.875,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,376.16170921678133,429.9995411952842,479.8188554491565,498.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_A|reboot_A|reboot_C,345.5,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,387.99340897349333,440.96792299580545,484.66210670314643,498.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|reboot_A|reboot_D,334.875,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,376.16170921678133,429.9995411952842,479.8188554491565,498.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_A|reboot_B|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_A|reboot_B|reboot_A,306.75,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,344.286721689288,394.5984664086059,443.8179434564523,463.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_A|reboot_B|reboot_B,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_A|reboot_B|reboot_C,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_A|reboot_B|reboot_D,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
noop|noop|noop|reboot_A|reboot_C|noop,339.5,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,380.6462216952333,432.74214148059997,475.92498860009124,492.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|reboot_C|reboot_A,328.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,367.95012120271195,416.5352300096483,453.5044459644323,463.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|reboot_C|reboot_B,311.125,463.0,463.0,463.0,463.0,463.0,463.0,463.0,428.0,445.5,346.8389615161792,393.00593327880824,434.12802097583216,449.87499999999994,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_A|reboot_C|reboot_C,345.5,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,386.6462216952333,438.74214148059997,481.92498860009124,498.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_A|reboot_C|reboot_D,311.125,463.0,463.0,463.0,463.0,463.0,463.0,463.0,428.0,445.5,346.8389615161792,393.00593327880824,434.12802097583216,449.87499999999994,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_A|reboot_D|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_A|reboot_D|reboot_A,306.75,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,344.286721689288,394.5984664086059,443.8179434564523,463.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_A|reboot_D|reboot_B,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
noop|noop|noop|reboot_A|reboot_D|reboot_C,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_A|reboot_D|reboot_D,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|noop|noop,386.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,429.9720948497329,487.97761020177705,539.9728682170544,556.0,0.5,0.875,1.0,0.425,0.575,0.7,1742500.0,False
noop|noop|noop|reboot_B|noop|reboot_A,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|noop|reboot_B,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|noop|reboot_C,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|noop|reboot_D,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.68950946601467,457.1748344667572,507.08264933880525,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|reboot_A|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|reboot_A|reboot_A,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|reboot_A|reboot_B,306.75,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,344.286721689288,394.5984664086059,443.8179434564523,463.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_B|reboot_A|reboot_C,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
noop|noop|noop|reboot_B|reboot_A|reboot_D,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_B|reboot_B|noop,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|reboot_B|reboot_A,334.875,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,376.16170921678133,429.9995411952842,479.8188554491565,498.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_B|reboot_B|reboot_B,363.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,408.0366967442747,465.40061598196263,515.8197674418604,533.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|reboot_B|reboot_C,334.875,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,376.16170921678133,429.9995411952842,479.8188554491565,498.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_B|reboot_B|reboot_D,345.5,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,387.99340897349333,440.96792299580545,484.66210670314643,498.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|reboot_C|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|reboot_C|reboot_A,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
noop|noop|noop|reboot_B|reboot_C|reboot_B,306.75,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,344.286721689288,394.5984664086059,443.8179434564523,463.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_B|reboot_C|reboot_C,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_B|reboot_C|reboot_D,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_B|reboot_D|noop,339.5,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,380.6462216952333,432.74214148059997,475.92498860009124,492.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|reboot_D|reboot_A,311.125,463.0,463.0,463.0,463.0,463.0,463.0,463.0,428.0,445.5,346.8389615161792,393.00593327880824,434.12802097583216,449.87499999999994,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_B|reboot_D|reboot_B,328.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,367.95012120271195,416.5352300096483,453.5044459644323,463.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_B|reboot_D|reboot_C,311.125,463.0,463.0,463.0,463.0,463.0,463.0,463.0,428.0,445.5,346.8389615161792,393.00593327880824,434.12802097583216,449.87499999999994,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_B|reboot_D|reboot_D,345.5,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,386.6462216952333,438.74214148059997,481.92498860009124,498.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|noop|noop,386.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,429.9720948497329,487.97761020177705,539.9728682170544,556.0,0.5,0.875,1.0,0.425,0.575,0.7,1742500.0,False
noop|noop|noop|reboot_C|noop|reboot_A,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.68950946601467,457.1748344667572,507.08264933880525,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|noop|reboot_B,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_C|noop|reboot_C,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|noop|reboot_D,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_C|reboot_A|noop,339.5,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,380.6462216952333,432.74214148059997,475.92498860009124,492.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|reboot_A|reboot_A,345.5,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,386.6462216952333,438.74214148059997,481.92498860009124,498.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|reboot_A|reboot_B,311.125,463.0,463.0,463.0,463.0,463.0,463.0,463.0,428.0,445.5,346.8389615161792,393.00593327880824,434.12802097583216,449.87499999999994,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_C|reboot_A|reboot_C,328.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,367.95012120271195,416.5352300096483,453.5044459644323,463.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|reboot_A|reboot_D,311.125,463.0,463.0,463.0,463.0,463.0,463.0,463.0,428.0,445.5,346.8389615161792,393.00593327880824,434.12802097583216,449.87499999999994,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_C|reboot_B|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_C|reboot_B|reboot_A,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_C|reboot_B|reboot_B,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_C|reboot_B|reboot_C,306.75,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,344.286721689288,394.5984664086059,443.8179434564523,463.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_C|reboot_B|reboot_D,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
noop|noop|noop|reboot_C|reboot_C|noop,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|reboot_C|reboot_A,345.5,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,387.99340897349333,440.96792299580545,484.66210670314643,498.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|reboot_C|reboot_B,334.875,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,376.16170921678133,429.9995411952842,479.8188554491565,498.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_C|reboot_C|reboot_C,363.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,408.0366967442747,465.40061598196263,515.8197674418604,533.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_C|reboot_C|reboot_D,334.875,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,376.16170921678133,429.9995411952842,479.8188554491565,498.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_C|reboot_D|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_C|reboot_D|reboot_A,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_C|reboot_D|reboot_B,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
noop|noop|noop|reboot_C|reboot_D|reboot_C,306.75,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,344.286721689288,394.5984664086059,443.8179434564523,463.0,0.5,0.75,0.375,0.425,0.45,0.07500000000000001,1217500.0,False
noop|noop|noop|reboot_C|reboot_D|reboot_D,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_D|noop|noop,386.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,429.9720948497329,487.97761020177705,539.9728682170544,556.0,0.5,0.875,1.0,0.425,0.575,0.7,1742500.0,False
noop|noop|noop|reboot_D|noop|reboot_A,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_D|noop|reboot_B,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.68950946601467,457.1748344667572,507.08264933880525,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_D|noop|reboot_C,361.375,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,400.89637632437274,454.451732683946,505.86969904240766,527.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_D|noop|reboot_D,357.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,402.03669674427476,459.40061598196263,509.81976744186045,527.0,0.5,0.75,0.75,0.425,0.45,0.45,1480000.0,False
noop|noop|noop|reboot_D|reboot_A|noop,333.25,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,369.0213887968794,419.05065789726757,469.8687870497037,492.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_D|reboot_A|reboot_A,339.25,498.0,498.0,498.00000000000006,498.0,498.0,498.0,498.0,498.0,498.0,375.02138879687936,425.0506578972675,475.86878704970366,498.0,0.5,0.875,0.75,0.425,0.575,0.45,1567500.0,False
noop|noop|noop|reboot_D|reboot_A|reboot_B,300.5,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,334.6303912942872,380.72762405785136,426.2478340173278,444.25,0.5,0.75,0.25,0.425,0.45,0.0,1165000.0,False
noop|noop|noop|reboot_D|reboot_A|reboot_C,304.875,463.0,463.0,463.0,463.0,463.0,463.0,463.0,413.0,438.0,336.0946189189599,380.1580743755127,425.99247606019156,444.25,0.5,0.625,0.5,0.425,0.325,0.2,1217500.0,False
