sequence,mean,worst,var01,cvar01,var05,cvar05,var10,cvar10,var25,cvar25,wowa_mild,wowa_balanced,wowa_severe,robust20,prob_catastrophic,prob_degraded,prob_shortage,viol_catastrophic,viol_degraded,viol_shortage,violation_score,feasible
noop|noop|noop|noop|noop|noop,267.5,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,298.8821682954869,343.3486989810546,384.7093023255814,395.0,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|noop|reboot_A,256.0,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,366.0,383.5,286.9994376018644,330.4442061615015,373.4606703146375,387.875,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|noop|reboot_B,256.0,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,366.0,383.5,286.9994376018644,330.4442061615015,373.4606703146375,387.875,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|noop|reboot_C,256.0,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,366.0,383.5,286.9994376018644,330.4442061615015,373.4606703146375,387.875,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|noop|reboot_D,256.0,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,366.0,383.5,286.9994376018644,330.4442061615015,373.4606703146375,387.875,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_A|noop,238.5,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,269.1167069082418,311.53971334194836,356.2120383036937,374.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_A|reboot_A,244.5,407.0,407.0,407.0,407.0,407.0,407.0,407.0,337.0,372.0,275.1167069082418,317.53971334194847,362.21203830369365,380.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_A|reboot_B,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_A|reboot_C,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_A|reboot_D,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_B|noop,238.5,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,269.1167069082418,311.53971334194836,356.2120383036937,374.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_B|reboot_A,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_B|reboot_B,244.5,407.0,407.0,407.0,407.0,407.0,407.0,407.0,337.0,372.0,275.1167069082418,317.53971334194847,362.21203830369365,380.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_B|reboot_C,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_B|reboot_D,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_C|noop,238.5,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,269.1167069082418,311.53971334194836,356.2120383036937,374.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_C|reboot_A,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_C|reboot_B,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_C|reboot_C,244.5,407.0,407.0,407.0,407.0,407.0,407.0,407.0,337.0,372.0,275.1167069082418,317.53971334194847,362.21203830369365,380.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_C|reboot_D,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_D|noop,238.5,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,269.1167069082418,311.53971334194836,356.2120383036937,374.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_D|reboot_A,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_D|reboot_B,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_D|reboot_C,223.25,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,251.64250736727186,291.54529843226624,334.85567715458285,358.875,0.5,0.5,0.25,0.25,0.0,0.0,500000.0,False
noop|noop|noop|noop|reboot_D|reboot_D,244.5,407.0,407.0,407.0,407.0,407.0,407.0,407.0,337.0,372.0,275.1167069082418,317.53971334194847,362.21203830369365,380.75,0.5,0.5,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|reboot_A|noop|noop,217.25,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,245.8043345353837,288.92617000739426,344.0996352029185,374.75,0.5,0.375,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|reboot_A|noop|reboot_A,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|noop|reboot_B,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|noop|reboot_C,205.75,372.0,372.0,372.0,372.0,372.0,372.0,372.0,302.0,337.0,231.76104676460236,270.49347702123714,318.94197446420435,345.75,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|noop|reboot_D,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_A|noop,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_A|reboot_A,201.125,413.0,413.0,413.0,413.0,413.0,413.0,413.0,308.0,360.5,233.55762364112957,281.1486437895857,340.08447332421343,373.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_A|reboot_B,186.125,378.0,378.0,378.0,378.0,378.0,378.0,378.0,308.0,343.0,216.25778274392292,260.8193002480132,316.03123575011404,351.75,0.125,0.375,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_A|reboot_C,179.875,378.0,378.0,378.0,378.0,378.0,378.0,378.0,258.0,318.0,208.14496775032552,249.80183335600594,302.3456452348382,332.99999999999994,0.125,0.375,0.125,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_A|reboot_D,186.125,378.0,378.0,378.0,378.0,378.0,378.0,378.0,308.0,343.0,216.25778274392292,260.8193002480132,316.03123575011404,351.75,0.125,0.375,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_B|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_B|reboot_A,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_B|reboot_B,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_B|reboot_C,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_B|reboot_D,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_C|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,252.0,294.5,207.03061233969913,240.1326373767695,281.4624943000457,305.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_C|reboot_A,158.625,343.0,343.0,343.0,343.0,343.0,343.0,343.0,208.0,275.5,182.73231185952147,218.45502292242617,264.60681714546286,292.375,0.125,0.125,0.125,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_C|reboot_B,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_C|reboot_C,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,258.0,300.5,213.03061233969913,246.1326373767695,287.46249430004553,311.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_C|reboot_D,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_D|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_D|reboot_A,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_D|reboot_B,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_D|reboot_C,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_A|reboot_D|reboot_D,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|noop|noop,217.25,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,245.8043345353837,288.92617000739426,344.0996352029185,374.75,0.5,0.375,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|reboot_B|noop|reboot_A,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|noop|reboot_B,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|noop|reboot_C,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|noop|reboot_D,205.75,372.0,372.0,372.0,372.0,372.0,372.0,372.0,302.0,337.0,231.76104676460236,270.49347702123714,318.94197446420435,345.75,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_A|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_A|reboot_A,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_A|reboot_B,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_A|reboot_C,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_A|reboot_D,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_B|noop,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_B|reboot_A,186.125,378.0,378.0,378.0,378.0,378.0,378.0,378.0,308.0,343.0,216.25778274392292,260.8193002480132,316.03123575011404,351.75,0.125,0.375,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_B|reboot_B,201.125,413.0,413.0,413.0,413.0,413.0,413.0,413.0,308.0,360.5,233.55762364112957,281.1486437895857,340.08447332421343,373.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_B|reboot_C,186.125,378.0,378.0,378.0,378.0,378.0,378.0,378.0,308.0,343.0,216.25778274392292,260.8193002480132,316.03123575011404,351.75,0.125,0.375,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_B|reboot_D,179.875,378.0,378.0,378.0,378.0,378.0,378.0,378.0,258.0,318.0,208.14496775032552,249.80183335600594,302.3456452348382,332.99999999999994,0.125,0.375,0.125,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_C|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_C|reboot_A,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_C|reboot_B,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_C|reboot_C,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_C|reboot_D,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_D|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,252.0,294.5,207.03061233969913,240.1326373767695,281.4624943000457,305.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_D|reboot_A,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_D|reboot_B,158.625,343.0,343.0,343.0,343.0,343.0,343.0,343.0,208.0,275.5,182.73231185952147,218.45502292242617,264.60681714546286,292.375,0.125,0.125,0.125,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_D|reboot_C,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_B|reboot_D|reboot_D,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,258.0,300.5,213.03061233969913,246.1326373767695,287.46249430004553,311.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|noop|noop,217.25,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,245.8043345353837,288.92617000739426,344.0996352029185,374.75,0.5,0.375,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|reboot_C|noop|reboot_A,205.75,372.0,372.0,372.0,372.0,372.0,372.0,372.0,302.0,337.0,231.76104676460236,270.49347702123714,318.94197446420435,345.75,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|noop|reboot_B,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|noop|reboot_C,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|noop|reboot_D,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_A|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,252.0,294.5,207.03061233969913,240.1326373767695,281.4624943000457,305.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_A|reboot_A,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,258.0,300.5,213.03061233969913,246.1326373767695,287.46249430004553,311.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_A|reboot_B,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_A|reboot_C,158.625,343.0,343.0,343.0,343.0,343.0,343.0,343.0,208.0,275.5,182.73231185952147,218.45502292242617,264.60681714546286,292.375,0.125,0.125,0.125,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_A|reboot_D,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_B|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_B|reboot_A,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_B|reboot_B,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_B|reboot_C,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_B|reboot_D,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_C|noop,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_C|reboot_A,179.875,378.0,378.0,378.0,378.0,378.0,378.0,378.0,258.0,318.0,208.14496775032552,249.80183335600594,302.3456452348382,332.99999999999994,0.125,0.375,0.125,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_C|reboot_B,186.125,378.0,378.0,378.0,378.0,378.0,378.0,378.0,308.0,343.0,216.25778274392292,260.8193002480132,316.03123575011404,351.75,0.125,0.375,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_C|reboot_C,201.125,413.0,413.0,413.0,413.0,413.0,413.0,413.0,308.0,360.5,233.55762364112957,281.1486437895857,340.08447332421343,373.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_C|reboot_D,186.125,378.0,378.0,378.0,378.0,378.0,378.0,378.0,308.0,343.0,216.25778274392292,260.8193002480132,316.03123575011404,351.75,0.125,0.375,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_D|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_D|reboot_A,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_D|reboot_B,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_D|reboot_C,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_C|reboot_D|reboot_D,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|noop|noop,217.25,401.0,401.0,400.99999999999994,401.0,401.0,401.0,401.0,331.0,366.0,245.8043345353837,288.92617000739426,344.0996352029185,374.75,0.5,0.375,0.5,0.25,0.0,0.0,500000.0,False
noop|noop|noop|reboot_D|noop|reboot_A,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|noop|reboot_B,205.75,372.0,372.0,372.0,372.0,372.0,372.0,372.0,302.0,337.0,231.76104676460236,270.49347702123714,318.94197446420435,345.75,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|noop|reboot_C,199.5,372.0,372.0,372.0,372.0,372.0,372.0,372.0,337.0,354.5,225.7476023942794,266.23091920497563,319.8813269493845,358.875,0.25,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|noop|reboot_D,195.125,407.0,407.0,407.0,407.0,407.0,407.0,407.0,302.0,354.5,227.55762364112957,275.14864378958566,334.0844733242135,367.625,0.125,0.375,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_A|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,209.12998296297357,246.88754645251515,296.08743730050173,337.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_A|reboot_A,190.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,215.1299829629736,252.88754645251515,302.08743730050156,343.0,0.25,0.25,0.375,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_A|reboot_B,171.125,308.0,308.0,308.0,308.0,308.0,308.0,308.0,293.0,300.5,191.64197819940426,223.4964532888663,266.1657546739626,302.375,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_A|reboot_C,163.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.0612511349995,214.27459592113712,253.9917920656635,279.875,0.125,0.25,0.0,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_A|reboot_D,171.125,343.0,343.0,343.0,343.0,343.0,343.0,343.0,308.0,325.5,198.95794184671627,240.4899567064407,291.97799817601464,329.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_B|noop,184.5,337.0,337.0,337.0,337.0,337.0,337.0,337.0,252.0,294.5,207.03061233969913,240.1326373767695,281.4624943000457,305.125,0.25,0.375,0.5,0.0,0.0,0.0,0.0,True
noop|noop|noop|reboot_D|reboot_B|reboot_A,164.875,293.0,293.0,293.0,293.0,293.0,293.0,293.0,258.0,275.5,183.36111849117262,211.74599759458206,249.58173734610125,279.875,0.125,0.25,0.25,0.0,0.0,0.0,0.0,True
